
,,,Measures,"Number of collisions","Number of injured","Number of fatalities"
"July","2020","Unknown","Overcast, cloudy but no precipitation",2,5,0
"July","2020","Unknown","Raining",0,0,0
"July","2020","Unknown","Snowing, not including drifting snow",0,0,0
"July","2020","Unknown","Freezing rain, sleet, hail",0,0,0
"July","2020","Unknown","Visibility limitation",0,0,0
"July","2020","Unknown","Strong wind",1,2,0
"July","2020","Unknown","Other",0,0,0
"July","2020","Unknown","Unknown",54,63,3
"July","2021","Dry, normal","Clear and sunny",6205,8130,139
"July","2021","Dry, normal","Overcast, cloudy but no precipitation",576,747,7
"July","2021","Dry, normal","Raining",8,13,0
"July","2021","Dry, normal","Snowing, not including drifting snow",0,0,0
"July","2021","Dry, normal","Freezing rain, sleet, hail",0,0,0
"July","2021","Dry, normal","Visibility limitation",63,103,0
"July","2021","Dry, normal","Strong wind",2,3,0
"July","2021","Dry, normal","Other",2,1,1
"July","2021","Dry, normal","Unknown",42,62,1
"July","2021","Wet","Clear and sunny",89,127,2
"July","2021","Wet","Overcast, cloudy but no precipitation",84,124,0
"July","2021","Wet","Raining",507,687,8
"July","2021","Wet","Snowing, not including drifting snow",1,1,0
"July","2021","Wet","Freezing rain, sleet, hail",2,3,0
"July","2021","Wet","Visibility limitation",16,23,1
"July","2021","Wet","Strong wind",2,3,0
"July","2021","Wet","Other",1,2,0
"July","2021","Wet","Unknown",2,3,0
"July","2021","Snow (fresh, loose snow)","Clear and sunny",0,0,0
"July","2021","Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",0,0,0
"July","2021","Snow (fresh, loose snow)","Raining",0,0,0
"July","2021","Snow (fresh, loose snow)","Snowing, not including drifting snow",0,0,0
"July","2021","Snow (fresh, loose snow)","Freezing rain, sleet, hail",0,0,0
"July","2021","Snow (fresh, loose snow)","Visibility limitation",0,0,0
"July","2021","Snow (fresh, loose snow)","Strong wind",0,0,0
"July","2021","Snow (fresh, loose snow)","Other",0,0,0
"July","2021","Snow (fresh, loose snow)","Unknown",0,0,0
"July","2021","Slush, wet snow","Clear and sunny",0,0,0
"July","2021","Slush, wet snow","Overcast, cloudy but no precipitation",0,0,0
"July","2021","Slush, wet snow","Raining",0,0,0
"July","2021","Slush, wet snow","Snowing, not including drifting snow",0,0,0
"July","2021","Slush, wet snow","Freezing rain, sleet, hail",0,0,0
"July","2021","Slush, wet snow","Visibility limitation",0,0,0
"July","2021","Slush, wet snow","Strong wind",0,0,0
"July","2021","Slush, wet snow","Other",0,0,0
"July","2021","Slush, wet snow","Unknown",0,0,0
"July","2021","Icy","Clear and sunny",0,0,0
"July","2021","Icy","Overcast, cloudy but no precipitation",0,0,0
"July","2021","Icy","Raining",0,0,0
"July","2021","Icy","Snowing, not including drifting snow",0,0,0
"July","2021","Icy","Freezing rain, sleet, hail",0,0,0
"July","2021","Icy","Visibility limitation",0,0,0
"July","2021","Icy","Strong wind",0,0,0
"July","2021","Icy","Other",0,0,0
"July","2021","Icy","Unknown",0,0,0
"July","2021","Sand/gravel/dirt","Clear and sunny",62,81,1
"July","2021","Sand/gravel/dirt","Overcast, cloudy but no precipitation",10,10,0
"July","2021","Sand/gravel/dirt","Raining",2,2,0
"July","2021","Sand/gravel/dirt","Snowing, not including drifting snow",0,0,0
"July","2021","Sand/gravel/dirt","Freezing rain, sleet, hail",0,0,0
"July","2021","Sand/gravel/dirt","Visibility limitation",2,2,0
"July","2021","Sand/gravel/dirt","Strong wind",0,0,0
"July","2021","Sand/gravel/dirt","Other",0,0,0
"July","2021","Sand/gravel/dirt","Unknown",1,1,0
"July","2021","Muddy","Clear and sunny",4,3,1
"July","2021","Muddy","Overcast, cloudy but no precipitation",1,1,0
"July","2021","Muddy","Raining",2,2,0
"July","2021","Muddy","Snowing, not including drifting snow",0,0,0
"July","2021","Muddy","Freezing rain, sleet, hail",0,0,0
"July","2021","Muddy","Visibility limitation",0,0,0
"July","2021","Muddy","Strong wind",0,0,0
"July","2021","Muddy","Other",0,0,0
"July","2021","Muddy","Unknown",0,0,0
"July","2021","Oil","Clear and sunny",0,0,0
"July","2021","Oil","Overcast, cloudy but no precipitation",0,0,0
"July","2021","Oil","Raining",1,1,0
"July","2021","Oil","Snowing, not including drifting snow",0,0,0
"July","2021","Oil","Freezing rain, sleet, hail",0,0,0
"July","2021","Oil","Visibility limitation",0,0,0
"July","2021","Oil","Strong wind",0,0,0
"July","2021","Oil","Other",0,0,0
"July","2021","Oil","Unknown",0,0,0
"July","2021","Flooded","Clear and sunny",0,0,0
"July","2021","Flooded","Overcast, cloudy but no precipitation",0,0,0
"July","2021","Flooded","Raining",3,3,0
"July","2021","Flooded","Snowing, not including drifting snow",0,0,0
"July","2021","Flooded","Freezing rain, sleet, hail",0,0,0
"July","2021","Flooded","Visibility limitation",0,0,0
"July","2021","Flooded","Strong wind",0,0,0
"July","2021","Flooded","Other",0,0,0
"July","2021","Flooded","Unknown",0,0,0
"July","2021","Other","Clear and sunny",32,42,2
"July","2021","Other","Overcast, cloudy but no precipitation",0,0,0
"July","2021","Other","Raining",1,1,0
"July","2021","Other","Snowing, not including drifting snow",0,0,0
"July","2021","Other","Freezing rain, sleet, hail",0,0,0
"July","2021","Other","Visibility limitation",3,4,0
"July","2021","Other","Strong wind",1,1,0
"July","2021","Other","Other",1,2,0
"July","2021","Other","Unknown",0,0,0
"July","2021","Unknown","Clear and sunny",16,19,2
"July","2021","Unknown","Overcast, cloudy but no precipitation",1,1,0
"July","2021","Unknown","Raining",0,0,0
"July","2021","Unknown","Snowing, not including drifting snow",0,0,0
"July","2021","Unknown","Freezing rain, sleet, hail",0,0,0
"July","2021","Unknown","Visibility limitation",0,0,0
"July","2021","Unknown","Strong wind",0,0,0
"July","2021","Unknown","Other",0,0,0
"July","2021","Unknown","Unknown",58,76,5
"August","2010","Dry, normal","Clear and sunny",8821,12537,191
"August","2010","Dry, normal","Overcast, cloudy but no precipitation",662,908,22
"August","2010","Dry, normal","Raining",16,23,0
"August","2010","Dry, normal","Snowing, not including drifting snow",0,0,0
"August","2010","Dry, normal","Freezing rain, sleet, hail",1,4,0
"August","2010","Dry, normal","Visibility limitation",55,79,2
"August","2010","Dry, normal","Strong wind",5,7,0
"August","2010","Dry, normal","Other",14,17,0
"August","2010","Dry, normal","Unknown",25,35,1
"August","2010","Wet","Clear and sunny",188,290,7
"August","2010","Wet","Overcast, cloudy but no precipitation",170,225,0
"August","2010","Wet","Raining",981,1381,17
"August","2010","Wet","Snowing, not including drifting snow",2,3,0
"August","2010","Wet","Freezing rain, sleet, hail",3,7,0
"August","2010","Wet","Visibility limitation",21,31,0
"August","2010","Wet","Strong wind",1,1,0
"August","2010","Wet","Other",1,5,0
"August","2010","Wet","Unknown",6,6,0
"August","2010","Snow (fresh, loose snow)","Clear and sunny",0,0,0
"August","2010","Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",0,0,0
"August","2010","Snow (fresh, loose snow)","Raining",0,0,0
"August","2010","Snow (fresh, loose snow)","Snowing, not including drifting snow",1,1,0
"August","2010","Snow (fresh, loose snow)","Freezing rain, sleet, hail",0,0,0
"August","2010","Snow (fresh, loose snow)","Visibility limitation",0,0,0
"August","2010","Snow (fresh, loose snow)","Strong wind",0,0,0
"August","2010","Snow (fresh, loose snow)","Other",0,0,0
"August","2010","Snow (fresh, loose snow)","Unknown",0,0,0
"August","2010","Slush, wet snow","Clear and sunny",0,0,0
"August","2010","Slush, wet snow","Overcast, cloudy but no precipitation",0,0,0
"August","2010","Slush, wet snow","Raining",0,0,0
"August","2010","Slush, wet snow","Snowing, not including drifting snow",0,0,0
"August","2010","Slush, wet snow","Freezing rain, sleet, hail",1,1,0
"August","2010","Slush, wet snow","Visibility limitation",0,0,0
"August","2010","Slush, wet snow","Strong wind",0,0,0
"August","2010","Slush, wet snow","Other",0,0,0
"August","2010","Slush, wet snow","Unknown",0,0,0
"August","2010","Icy","Clear and sunny",0,0,0
"August","2010","Icy","Overcast, cloudy but no precipitation",0,0,0
"August","2010","Icy","Raining",0,0,0
"August","2010","Icy","Snowing, not including drifting snow",0,0,0
"August","2010","Icy","Freezing rain, sleet, hail",0,0,0
"August","2010","Icy","Visibility limitation",0,0,0
"August","2010","Icy","Strong wind",0,0,0
"August","2010","Icy","Other",0,0,0
"August","2010","Icy","Unknown",0,0,0
"August","2010","Sand/gravel/dirt","Clear and sunny",111,149,2
"August","2010","Sand/gravel/dirt","Overcast, cloudy but no precipitation",15,20,0
"August","2010","Sand/gravel/dirt","Raining",3,3,0
"August","2010","Sand/gravel/dirt","Snowing, not including drifting snow",0,0,0
"August","2010","Sand/gravel/dirt","Freezing rain, sleet, hail",0,0,0
"August","2010","Sand/gravel/dirt","Visibility limitation",3,4,0
"August","2010","Sand/gravel/dirt","Strong wind",0,0,0
"August","2010","Sand/gravel/dirt","Other",0,0,0
"August","2010","Sand/gravel/dirt","Unknown",1,1,0
"August","2010","Muddy","Clear and sunny",5,5,1
"August","2010","Muddy","Overcast, cloudy but no precipitation",6,8,0
"August","2010","Muddy","Raining",3,4,0
"August","2010","Muddy","Snowing, not including drifting snow",0,0,0
"August","2010","Muddy","Freezing rain, sleet, hail",0,0,0
"August","2010","Muddy","Visibility limitation",1,1,0
"August","2010","Muddy","Strong wind",0,0,0
"August","2010","Muddy","Other",0,0,0
"August","2010","Muddy","Unknown",1,4,0
"August","2010","Oil","Clear and sunny",6,6,0
"August","2010","Oil","Overcast, cloudy but no precipitation",1,1,0
"August","2010","Oil","Raining",1,3,0
"August","2010","Oil","Snowing, not including drifting snow",0,0,0
"August","2010","Oil","Freezing rain, sleet, hail",0,0,0
"August","2010","Oil","Visibility limitation",0,0,0
"August","2010","Oil","Strong wind",0,0,0
"August","2010","Oil","Other",0,0,0
"August","2010","Oil","Unknown",0,0,0
"August","2010","Flooded","Clear and sunny",0,0,0
"August","2010","Flooded","Overcast, cloudy but no precipitation",0,0,0
"August","2010","Flooded","Raining",1,3,0
"August","2010","Flooded","Snowing, not including drifting snow",0,0,0
"August","2010","Flooded","Freezing rain, sleet, hail",0,0,0
"August","2010","Flooded","Visibility limitation",0,0,0
"August","2010","Flooded","Strong wind",0,0,0
"August","2010","Flooded","Other",0,0,0
"August","2010","Flooded","Unknown",0,0,0
"August","2010","Other","Clear and sunny",41,50,2
"August","2010","Other","Overcast, cloudy but no precipitation",0,0,0
"August","2010","Other","Raining",1,1,0
"August","2010","Other","Snowing, not including drifting snow",0,0,0
"August","2010","Other","Freezing rain, sleet, hail",0,0,0
"August","2010","Other","Visibility limitation",0,0,0
"August","2010","Other","Strong wind",0,0,0
"August","2010","Other","Other",0,0,0
"August","2010","Other","Unknown",3,3,0
"August","2010","Unknown","Clear and sunny",116,154,1
"August","2010","Unknown","Overcast, cloudy but no precipitation",3,3,0
"August","2010","Unknown","Raining",3,4,0
"August","2010","Unknown","Snowing, not including drifting snow",0,0,0
"August","2010","Unknown","Freezing rain, sleet, hail",0,0,0
"August","2010","Unknown","Visibility limitation",2,2,0
"August","2010","Unknown","Strong wind",0,0,0
"August","2010","Unknown","Other",0,0,0
"August","2010","Unknown","Unknown",135,170,2
"August","2011","Dry, normal","Clear and sunny",8853,12177,156
"August","2011","Dry, normal","Overcast, cloudy but no precipitation",653,903,7
"August","2011","Dry, normal","Raining",5,6,0
"August","2011","Dry, normal","Snowing, not including drifting snow",0,0,0
"August","2011","Dry, normal","Freezing rain, sleet, hail",0,0,0
"August","2011","Dry, normal","Visibility limitation",40,51,3
"August","2011","Dry, normal","Strong wind",7,6,1
"August","2011","Dry, normal","Other",10,17,1
"August","2011","Dry, normal","Unknown",50,62,0
"August","2011","Wet","Clear and sunny",141,194,2
"August","2011","Wet","Overcast, cloudy but no precipitation",155,206,3
"August","2011","Wet","Raining",856,1219,7
"August","2011","Wet","Snowing, not including drifting snow",2,2,0
"August","2011","Wet","Freezing rain, sleet, hail",3,6,0
"August","2011","Wet","Visibility limitation",14,18,1
"August","2011","Wet","Strong wind",1,1,0
"August","2011","Wet","Other",3,8,0
"August","2011","Wet","Unknown",0,0,0
"August","2011","Snow (fresh, loose snow)","Clear and sunny",0,0,0
"August","2011","Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",0,0,0
"August","2011","Snow (fresh, loose snow)","Raining",1,1,0
"August","2011","Snow (fresh, loose snow)","Snowing, not including drifting snow",0,0,0
"August","2011","Snow (fresh, loose snow)","Freezing rain, sleet, hail",0,0,0
"August","2011","Snow (fresh, loose snow)","Visibility limitation",0,0,0
"August","2011","Snow (fresh, loose snow)","Strong wind",0,0,0
"August","2011","Snow (fresh, loose snow)","Other",0,0,0
"August","2011","Snow (fresh, loose snow)","Unknown",0,0,0
"August","2011","Slush, wet snow","Clear and sunny",0,0,0
"August","2011","Slush, wet snow","Overcast, cloudy but no precipitation",0,0,0
"August","2011","Slush, wet snow","Raining",0,0,0
"August","2011","Slush, wet snow","Snowing, not including drifting snow",1,1,0
"August","2011","Slush, wet snow","Freezing rain, sleet, hail",0,0,0
"August","2011","Slush, wet snow","Visibility limitation",0,0,0
"August","2011","Slush, wet snow","Strong wind",0,0,0
"August","2011","Slush, wet snow","Other",0,0,0
"August","2011","Slush, wet snow","Unknown",0,0,0
"August","2011","Icy","Clear and sunny",2,3,0
"August","2011","Icy","Overcast, cloudy but no precipitation",0,0,0
"August","2011","Icy","Raining",0,0,0
"August","2011","Icy","Snowing, not including drifting snow",0,0,0
"August","2011","Icy","Freezing rain, sleet, hail",0,0,0
"August","2011","Icy","Visibility limitation",0,0,0
"August","2011","Icy","Strong wind",0,0,0
"August","2011","Icy","Other",0,0,0
"August","2011","Icy","Unknown",0,0,0
"August","2011","Sand/gravel/dirt","Clear and sunny",105,130,3
"August","2011","Sand/gravel/dirt","Overcast, cloudy but no precipitation",13,16,0
"August","2011","Sand/gravel/dirt","Raining",3,3,0
"August","2011","Sand/gravel/dirt","Snowing, not including drifting snow",0,0,0
"August","2011","Sand/gravel/dirt","Freezing rain, sleet, hail",0,0,0
"August","2011","Sand/gravel/dirt","Visibility limitation",2,4,0
"August","2011","Sand/gravel/dirt","Strong wind",0,0,0
"August","2011","Sand/gravel/dirt","Other",0,0,0
"August","2011","Sand/gravel/dirt","Unknown",4,4,0
"August","2011","Muddy","Clear and sunny",5,4,1
"August","2011","Muddy","Overcast, cloudy but no precipitation",0,0,0
"August","2011","Muddy","Raining",5,5,0
"August","2011","Muddy","Snowing, not including drifting snow",0,0,0
"August","2011","Muddy","Freezing rain, sleet, hail",0,0,0
"August","2011","Muddy","Visibility limitation",0,0,0
"August","2011","Muddy","Strong wind",0,0,0
"August","2011","Muddy","Other",0,0,0
"August","2011","Muddy","Unknown",0,0,0
"August","2011","Oil","Clear and sunny",3,3,0
"August","2011","Oil","Overcast, cloudy but no precipitation",1,1,0
"August","2011","Oil","Raining",1,1,0
"August","2011","Oil","Snowing, not including drifting snow",0,0,0
"August","2011","Oil","Freezing rain, sleet, hail",0,0,0
"August","2011","Oil","Visibility limitation",0,0,0
"August","2011","Oil","Strong wind",0,0,0
"August","2011","Oil","Other",0,0,0
"August","2011","Oil","Unknown",0,0,0
"August","2011","Flooded","Clear and sunny",0,0,0
"August","2011","Flooded","Overcast, cloudy but no precipitation",0,0,0
"August","2011","Flooded","Raining",2,4,0
"August","2011","Flooded","Snowing, not including drifting snow",0,0,0
"August","2011","Flooded","Freezing rain, sleet, hail",0,0,0
"August","2011","Flooded","Visibility limitation",0,0,0
"August","2011","Flooded","Strong wind",0,0,0
"August","2011","Flooded","Other",0,0,0
"August","2011","Flooded","Unknown",0,0,0
"August","2011","Other","Clear and sunny",51,68,0
"August","2011","Other","Overcast, cloudy but no precipitation",1,1,1
"August","2011","Other","Raining",2,3,0
"August","2011","Other","Snowing, not including drifting snow",0,0,0
"August","2011","Other","Freezing rain, sleet, hail",0,0,0
"August","2011","Other","Visibility limitation",1,1,0
"August","2011","Other","Strong wind",0,0,0
"August","2011","Other","Other",3,3,0
"August","2011","Other","Unknown",1,1,0
"August","2011","Unknown","Clear and sunny",20,29,1
"August","2011","Unknown","Overcast, cloudy but no precipitation",2,3,0
"August","2011","Unknown","Raining",2,3,0
"August","2011","Unknown","Snowing, not including drifting snow",0,0,0
