Month,Year,RoadSurface,Weather,NoofCollisions,NoofInjured,NoofFatalities,Season
July,2019,Wet,Clear and sunny,71,91,4,Summer
July,2020,"Dry, normal",Clear and sunny,6262,8167,157,Summer
July,2020,"Dry, normal","Overcast, cloudy but no precipitation",484,630,9,Summer
July,2020,"Dry, normal",Raining,6,9,0,Summer
July,2020,"Dry, normal","Freezing rain, sleet, hail",1,1,0,Summer
July,2020,"Dry, normal",Visibility limitation,24,29,0,Summer
July,2020,"Dry, normal",Strong wind,3,5,0,Summer
July,2020,"Dry, normal",Other,6,10,1,Summer
July,2020,"Dry, normal",Clear and sunny,29,34,2,Summer
July,2020,Wet,Clear and sunny,79,96,3,Summer
July,2020,Wet,"Overcast, cloudy but no precipitation",94,129,0,Summer
July,2020,Wet,Raining,435,577,11,Summer
July,2020,Wet,Visibility limitation,12,21,1,Summer
July,2020,Wet,Strong wind,3,4,0,Summer
July,2020,Wet,Other,2,4,0,Summer
July,2020,Wet,Clear and sunny,6,9,0,Summer
July,2020,"Snow (fresh, loose snow)",Raining,1,1,0,Summer
July,2020,Icy,Clear and sunny,1,1,0,Summer
July,2020,Icy,"Overcast, cloudy but no precipitation",1,1,0,Summer
July,2020,Sand/gravel/dirt,Clear and sunny,61,75,4,Summer
July,2020,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",11,12,0,Summer
July,2020,Sand/gravel/dirt,Raining,1,1,0,Summer
July,2020,Sand/gravel/dirt,Visibility limitation,1,2,0,Summer
July,2020,Sand/gravel/dirt,Other,1,2,0,Summer
July,2020,Sand/gravel/dirt,Clear and sunny,4,6,0,Summer
July,2020,Muddy,Clear and sunny,7,10,0,Summer
July,2020,Muddy,"Overcast, cloudy but no precipitation",1,1,0,Summer
July,2020,Muddy,Raining,5,9,0,Summer
July,2020,Muddy,Other,1,1,0,Summer
July,2020,Oil,Clear and sunny,4,4,0,Summer
July,2020,Flooded,Other,1,1,0,Summer
July,2020,Other,Clear and sunny,22,29,1,Summer
July,2020,Other,Visibility limitation,2,2,0,Summer
July,2020,Other,Other,2,1,1,Summer
July,2020,Other,Clear and sunny,1,3,1,Summer
July,2020,Wet,Clear and sunny,21,29,0,Summer
July,2020,Wet,"Overcast, cloudy but no precipitation",2,5,0,Summer
July,2020,Wet,Strong wind,1,2,0,Summer
July,2020,Wet,Clear and sunny,54,63,3,Summer
July,2021,"Dry, normal",Clear and sunny,6205,8130,139,Summer
July,2021,"Dry, normal","Overcast, cloudy but no precipitation",576,747,7,Summer
July,2021,"Dry, normal",Raining,8,13,0,Summer
July,2021,"Dry, normal",Visibility limitation,63,103,0,Summer
July,2021,"Dry, normal",Strong wind,2,3,0,Summer
July,2021,"Dry, normal",Other,2,1,1,Summer
July,2021,"Dry, normal",Clear and sunny,42,62,1,Summer
July,2021,Wet,Clear and sunny,89,127,2,Summer
July,2021,Wet,"Overcast, cloudy but no precipitation",84,124,0,Summer
July,2021,Wet,Raining,507,687,8,Summer
July,2021,Wet,"Snowing, not including drifting snow",1,1,0,Summer
July,2021,Wet,"Freezing rain, sleet, hail",2,3,0,Summer
July,2021,Wet,Visibility limitation,16,23,1,Summer
July,2021,Wet,Strong wind,2,3,0,Summer
July,2021,Wet,Other,1,2,0,Summer
July,2021,Wet,Clear and sunny,2,3,0,Summer
July,2021,Sand/gravel/dirt,Clear and sunny,62,81,1,Summer
July,2021,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",10,10,0,Summer
July,2021,Sand/gravel/dirt,Raining,2,2,0,Summer
July,2021,Sand/gravel/dirt,Visibility limitation,2,2,0,Summer
July,2021,Sand/gravel/dirt,Clear and sunny,1,1,0,Summer
July,2021,Muddy,Clear and sunny,4,3,1,Summer
July,2021,Muddy,"Overcast, cloudy but no precipitation",1,1,0,Summer
July,2021,Muddy,Raining,2,2,0,Summer
July,2021,Oil,Raining,1,1,0,Summer
July,2021,Flooded,Raining,3,3,0,Summer
July,2021,Other,Clear and sunny,32,42,2,Summer
July,2021,Other,Raining,1,1,0,Summer
July,2021,Other,Visibility limitation,3,4,0,Summer
July,2021,Other,Strong wind,1,1,0,Summer
July,2021,Other,Other,1,2,0,Summer
July,2021,Wet,Clear and sunny,16,19,2,Summer
July,2021,Wet,"Overcast, cloudy but no precipitation",1,1,0,Summer
July,2021,Wet,Clear and sunny,58,76,5,Summer
August,2010,"Dry, normal",Clear and sunny,8821,12537,191,Summer
August,2010,"Dry, normal","Overcast, cloudy but no precipitation",662,908,22,Summer
August,2010,"Dry, normal",Raining,16,23,0,Summer
August,2010,"Dry, normal","Freezing rain, sleet, hail",1,4,0,Summer
August,2010,"Dry, normal",Visibility limitation,55,79,2,Summer
August,2010,"Dry, normal",Strong wind,5,7,0,Summer
August,2010,"Dry, normal",Other,14,17,0,Summer
August,2010,"Dry, normal",Clear and sunny,25,35,1,Summer
August,2010,Wet,Clear and sunny,188,290,7,Summer
August,2010,Wet,"Overcast, cloudy but no precipitation",170,225,0,Summer
August,2010,Wet,Raining,981,1381,17,Summer
August,2010,Wet,"Snowing, not including drifting snow",2,3,0,Summer
August,2010,Wet,"Freezing rain, sleet, hail",3,7,0,Summer
August,2010,Wet,Visibility limitation,21,31,0,Summer
August,2010,Wet,Strong wind,1,1,0,Summer
August,2010,Wet,Other,1,5,0,Summer
August,2010,Wet,Clear and sunny,6,6,0,Summer
August,2010,"Snow (fresh, loose snow)","Snowing, not including drifting snow",1,1,0,Summer
August,2010,"Slush, wet snow","Freezing rain, sleet, hail",1,1,0,Summer
August,2010,Sand/gravel/dirt,Clear and sunny,111,149,2,Summer
August,2010,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",15,20,0,Summer
August,2010,Sand/gravel/dirt,Raining,3,3,0,Summer
August,2010,Sand/gravel/dirt,Visibility limitation,3,4,0,Summer
August,2010,Sand/gravel/dirt,Clear and sunny,1,1,0,Summer
August,2010,Muddy,Clear and sunny,5,5,1,Summer
August,2010,Muddy,"Overcast, cloudy but no precipitation",6,8,0,Summer
August,2010,Muddy,Raining,3,4,0,Summer
August,2010,Muddy,Visibility limitation,1,1,0,Summer
August,2010,Muddy,Clear and sunny,1,4,0,Summer
August,2010,Oil,Clear and sunny,6,6,0,Summer
August,2010,Oil,"Overcast, cloudy but no precipitation",1,1,0,Summer
August,2010,Oil,Raining,1,3,0,Summer
August,2010,Flooded,Raining,1,3,0,Summer
August,2010,Other,Clear and sunny,41,50,2,Summer
August,2010,Other,Raining,1,1,0,Summer
August,2010,Other,Clear and sunny,3,3,0,Summer
August,2010,Wet,Clear and sunny,116,154,1,Summer
August,2010,Wet,"Overcast, cloudy but no precipitation",3,3,0,Summer
August,2010,Wet,Raining,3,4,0,Summer
August,2010,Wet,Visibility limitation,2,2,0,Summer
August,2010,Wet,Clear and sunny,135,170,2,Summer
August,2011,"Dry, normal",Clear and sunny,8853,12177,156,Summer
August,2011,"Dry, normal","Overcast, cloudy but no precipitation",653,903,7,Summer
August,2011,"Dry, normal",Raining,5,6,0,Summer
August,2011,"Dry, normal",Visibility limitation,40,51,3,Summer
August,2011,"Dry, normal",Strong wind,7,6,1,Summer
August,2011,"Dry, normal",Other,10,17,1,Summer
August,2011,"Dry, normal",Clear and sunny,50,62,0,Summer
August,2011,Wet,Clear and sunny,141,194,2,Summer
August,2011,Wet,"Overcast, cloudy but no precipitation",155,206,3,Summer
August,2011,Wet,Raining,856,1219,7,Summer
August,2011,Wet,"Snowing, not including drifting snow",2,2,0,Summer
August,2011,Wet,"Freezing rain, sleet, hail",3,6,0,Summer
August,2011,Wet,Visibility limitation,14,18,1,Summer
August,2011,Wet,Strong wind,1,1,0,Summer
August,2011,Wet,Other,3,8,0,Summer
August,2011,"Snow (fresh, loose snow)",Raining,1,1,0,Summer
August,2011,"Slush, wet snow","Snowing, not including drifting snow",1,1,0,Summer
August,2011,Icy,Clear and sunny,2,3,0,Summer
August,2011,Sand/gravel/dirt,Clear and sunny,105,130,3,Summer
August,2011,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",13,16,0,Summer
August,2011,Sand/gravel/dirt,Raining,3,3,0,Summer
August,2011,Sand/gravel/dirt,Visibility limitation,2,4,0,Summer
August,2011,Sand/gravel/dirt,Clear and sunny,4,4,0,Summer
August,2011,Muddy,Clear and sunny,5,4,1,Summer
August,2011,Muddy,Raining,5,5,0,Summer
August,2011,Oil,Clear and sunny,3,3,0,Summer
August,2011,Oil,"Overcast, cloudy but no precipitation",1,1,0,Summer
August,2011,Oil,Raining,1,1,0,Summer
August,2011,Flooded,Raining,2,4,0,Summer
August,2011,Other,Clear and sunny,51,68,0,Summer
August,2011,Other,"Overcast, cloudy but no precipitation",1,1,1,Summer
August,2011,Other,Raining,2,3,0,Summer
August,2011,Other,Visibility limitation,1,1,0,Summer
August,2011,Other,Other,3,3,0,Summer
August,2011,Other,Clear and sunny,1,1,0,Summer
August,2011,Wet,Clear and sunny,20,29,1,Summer
August,2011,Wet,"Overcast, cloudy but no precipitation",2,3,0,Summer
August,2011,Wet,Raining,2,3,0,Summer
August,2011,Wet,Visibility limitation,1,1,0,Summer
August,2011,Wet,Other,1,1,0,Summer
August,2011,Wet,Clear and sunny,81,101,2,Summer
August,2012,"Dry, normal",Clear and sunny,9065,12398,166,Summer
August,2012,"Dry, normal","Overcast, cloudy but no precipitation",661,907,10,Summer
August,2012,"Dry, normal",Raining,5,6,0,Summer
August,2012,"Dry, normal","Snowing, not including drifting snow",1,3,0,Summer
August,2012,"Dry, normal",Visibility limitation,42,53,3,Summer
August,2012,"Dry, normal",Strong wind,3,4,0,Summer
August,2012,"Dry, normal",Other,9,9,0,Summer
August,2012,"Dry, normal",Clear and sunny,66,78,1,Summer
August,2012,Wet,Clear and sunny,155,225,0,Summer
August,2012,Wet,"Overcast, cloudy but no precipitation",128,162,3,Summer
August,2012,Wet,Raining,848,1222,11,Summer
August,2012,Wet,"Freezing rain, sleet, hail",1,1,0,Summer
August,2012,Wet,Visibility limitation,18,24,0,Summer
August,2012,Wet,Strong wind,2,2,0,Summer
August,2012,Wet,Other,6,7,0,Summer
August,2012,Wet,Clear and sunny,3,4,0,Summer
August,2012,"Snow (fresh, loose snow)",Raining,2,2,0,Summer
August,2012,"Slush, wet snow","Freezing rain, sleet, hail",2,6,0,Summer
August,2012,Icy,Clear and sunny,1,1,0,Summer
August,2012,Icy,"Overcast, cloudy but no precipitation",1,3,0,Summer
August,2012,Sand/gravel/dirt,Clear and sunny,122,156,3,Summer
August,2012,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",10,12,1,Summer
August,2012,Sand/gravel/dirt,Raining,2,2,0,Summer
August,2012,Sand/gravel/dirt,Visibility limitation,3,7,0,Summer
August,2012,Sand/gravel/dirt,Strong wind,1,1,0,Summer
August,2012,Sand/gravel/dirt,Other,1,1,0,Summer
August,2012,Sand/gravel/dirt,Clear and sunny,1,1,0,Summer
August,2012,Muddy,Clear and sunny,5,5,0,Summer
August,2012,Muddy,Raining,5,8,0,Summer
August,2012,Oil,Clear and sunny,2,2,0,Summer
August,2012,Other,Clear and sunny,37,51,0,Summer
August,2012,Other,"Overcast, cloudy but no precipitation",2,3,1,Summer
August,2012,Other,Raining,1,0,1,Summer
August,2012,Other,Visibility limitation,1,1,0,Summer
August,2012,Other,Other,1,1,0,Summer
August,2012,Other,Clear and sunny,1,1,0,Summer
August,2012,Wet,Clear and sunny,18,20,0,Summer
August,2012,Wet,"Overcast, cloudy but no precipitation",3,5,1,Summer
August,2012,Wet,Raining,2,5,0,Summer
August,2012,Wet,Clear and sunny,68,74,3,Summer
August,2013,"Dry, normal",Clear and sunny,8887,12238,167,Summer
August,2013,"Dry, normal","Overcast, cloudy but no precipitation",744,1024,19,Summer
August,2013,"Dry, normal",Raining,13,22,0,Summer
August,2013,"Dry, normal","Snowing, not including drifting snow",1,1,0,Summer
August,2013,"Dry, normal","Freezing rain, sleet, hail",1,1,0,Summer
August,2013,"Dry, normal",Visibility limitation,37,46,4,Summer
August,2013,"Dry, normal",Strong wind,3,3,0,Summer
August,2013,"Dry, normal",Other,6,10,0,Summer
August,2013,"Dry, normal",Clear and sunny,59,68,0,Summer
August,2013,Wet,Clear and sunny,135,194,2,Summer
August,2013,Wet,"Overcast, cloudy but no precipitation",187,264,3,Summer
August,2013,Wet,Raining,742,1093,5,Summer
August,2013,Wet,Visibility limitation,23,31,1,Summer
August,2013,Wet,Other,3,5,0,Summer
August,2013,Wet,Clear and sunny,3,5,0,Summer
August,2013,"Snow (fresh, loose snow)",Clear and sunny,2,1,1,Summer
August,2013,"Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",2,5,0,Summer
August,2013,Icy,Clear and sunny,2,2,0,Summer
August,2013,Sand/gravel/dirt,Clear and sunny,114,153,2,Summer
August,2013,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",10,11,1,Summer
August,2013,Sand/gravel/dirt,Visibility limitation,6,9,0,Summer
August,2013,Sand/gravel/dirt,Clear and sunny,2,2,0,Summer
August,2013,Muddy,Clear and sunny,5,12,0,Summer
August,2013,Muddy,"Overcast, cloudy but no precipitation",3,4,0,Summer
August,2013,Muddy,Raining,2,3,0,Summer
August,2013,Oil,Clear and sunny,6,6,0,Summer
August,2013,Oil,"Overcast, cloudy but no precipitation",1,1,0,Summer
August,2013,Other,Clear and sunny,36,48,0,Summer
August,2013,Other,Visibility limitation,1,1,0,Summer
August,2013,Other,Other,2,2,0,Summer
August,2013,Other,Clear and sunny,2,2,0,Summer
August,2013,Wet,Clear and sunny,15,17,0,Summer
August,2013,Wet,"Overcast, cloudy but no precipitation",1,1,0,Summer
August,2013,Wet,Raining,1,1,0,Summer
August,2013,Wet,Clear and sunny,69,88,1,Summer
August,2014,"Dry, normal",Clear and sunny,8375,11630,156,Summer
August,2014,"Dry, normal","Overcast, cloudy but no precipitation",648,872,16,Summer
August,2014,"Dry, normal",Raining,12,16,0,Summer
August,2014,"Dry, normal","Snowing, not including drifting snow",1,1,0,Summer
August,2014,"Dry, normal",Visibility limitation,55,69,3,Summer
August,2014,"Dry, normal",Strong wind,3,4,0,Summer
August,2014,"Dry, normal",Other,15,22,1,Summer
August,2014,"Dry, normal",Clear and sunny,59,71,2,Summer
August,2014,Wet,Clear and sunny,132,178,3,Summer
August,2014,Wet,"Overcast, cloudy but no precipitation",126,175,4,Summer
August,2014,Wet,Raining,714,960,11,Summer
August,2014,Wet,"Freezing rain, sleet, hail",2,2,0,Summer
August,2014,Wet,Visibility limitation,13,11,3,Summer
August,2014,Wet,Other,1,1,0,Summer
August,2014,Wet,Clear and sunny,2,2,0,Summer
August,2014,Icy,Clear and sunny,1,1,0,Summer
August,2014,Icy,"Snowing, not including drifting snow",1,1,0,Summer
August,2014,Sand/gravel/dirt,Clear and sunny,98,127,7,Summer
August,2014,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",5,4,1,Summer
August,2014,Sand/gravel/dirt,Raining,5,7,0,Summer
August,2014,Sand/gravel/dirt,Visibility limitation,4,8,1,Summer
August,2014,Sand/gravel/dirt,Other,1,1,0,Summer
August,2014,Sand/gravel/dirt,Clear and sunny,4,5,0,Summer
August,2014,Muddy,Clear and sunny,8,14,1,Summer
August,2014,Muddy,Raining,4,5,0,Summer
August,2014,Oil,Clear and sunny,2,2,0,Summer
August,2014,Oil,"Overcast, cloudy but no precipitation",1,1,0,Summer
August,2014,Other,Clear and sunny,32,41,2,Summer
August,2014,Other,"Overcast, cloudy but no precipitation",1,1,0,Summer
August,2014,Other,Raining,4,9,0,Summer
August,2014,Other,Visibility limitation,3,3,0,Summer
August,2014,Other,Other,5,11,0,Summer
August,2014,Wet,Clear and sunny,12,17,2,Summer
August,2014,Wet,"Overcast, cloudy but no precipitation",3,4,0,Summer
August,2014,Wet,Raining,4,6,0,Summer
August,2014,Wet,Other,1,1,0,Summer
August,2014,Wet,Clear and sunny,61,72,3,Summer
August,2015,"Dry, normal",Clear and sunny,8380,11583,143,Summer
August,2015,"Dry, normal","Overcast, cloudy but no precipitation",673,917,16,Summer
August,2015,"Dry, normal",Raining,9,15,0,Summer
August,2015,"Dry, normal","Snowing, not including drifting snow",1,1,0,Summer
August,2015,"Dry, normal",Visibility limitation,58,81,4,Summer
August,2015,"Dry, normal",Strong wind,13,19,0,Summer
August,2015,"Dry, normal",Other,4,4,0,Summer
August,2015,"Dry, normal",Clear and sunny,43,56,0,Summer
August,2015,Wet,Clear and sunny,116,162,0,Summer
August,2015,Wet,"Overcast, cloudy but no precipitation",153,207,0,Summer
August,2015,Wet,Raining,729,1051,19,Summer
August,2015,Wet,"Freezing rain, sleet, hail",2,3,0,Summer
August,2015,Wet,Visibility limitation,18,20,3,Summer
August,2015,Wet,Strong wind,2,2,0,Summer
August,2015,Wet,Other,2,3,0,Summer
August,2015,Wet,Clear and sunny,4,6,0,Summer
August,2015,"Snow (fresh, loose snow)",Clear and sunny,1,1,0,Summer
August,2015,"Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",2,3,0,Summer
August,2015,"Snow (fresh, loose snow)",Raining,1,1,0,Summer
August,2015,"Slush, wet snow",Clear and sunny,2,3,0,Summer
August,2015,Icy,Clear and sunny,1,1,0,Summer
August,2015,Sand/gravel/dirt,Clear and sunny,100,124,2,Summer
August,2015,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",7,13,0,Summer
August,2015,Sand/gravel/dirt,Raining,3,3,0,Summer
August,2015,Sand/gravel/dirt,Visibility limitation,4,5,0,Summer
August,2015,Sand/gravel/dirt,Other,1,1,0,Summer
August,2015,Muddy,Clear and sunny,2,2,0,Summer
August,2015,Muddy,"Overcast, cloudy but no precipitation",3,5,1,Summer
August,2015,Muddy,Raining,4,5,0,Summer
August,2015,Oil,Clear and sunny,5,8,0,Summer
August,2015,Oil,Raining,1,1,0,Summer
August,2015,Flooded,Clear and sunny,1,1,0,Summer
August,2015,Flooded,Raining,2,2,0,Summer
August,2015,Other,Clear and sunny,30,43,1,Summer
August,2015,Other,Raining,1,1,0,Summer
August,2015,Other,Other,4,5,0,Summer
August,2015,Wet,Clear and sunny,13,14,0,Summer
August,2015,Wet,"Overcast, cloudy but no precipitation",2,2,0,Summer
August,2015,Wet,Visibility limitation,1,1,0,Summer
August,2015,Wet,Clear and sunny,58,70,2,Summer
August,2016,"Dry, normal",Clear and sunny,8759,11916,161,Summer
August,2016,"Dry, normal","Overcast, cloudy but no precipitation",581,778,11,Summer
August,2016,"Dry, normal",Raining,6,7,0,Summer
August,2016,"Dry, normal",Visibility limitation,33,40,1,Summer
August,2016,"Dry, normal",Strong wind,4,6,0,Summer
August,2016,"Dry, normal",Other,10,11,0,Summer
August,2016,"Dry, normal",Clear and sunny,48,55,0,Summer
August,2016,Wet,Clear and sunny,137,187,3,Summer
August,2016,Wet,"Overcast, cloudy but no precipitation",117,177,0,Summer
August,2016,Wet,Raining,694,960,8,Summer
August,2016,Wet,"Snowing, not including drifting snow",1,1,0,Summer
August,2016,Wet,Visibility limitation,7,7,1,Summer
August,2016,Wet,Strong wind,1,1,0,Summer
August,2016,Wet,Other,1,2,0,Summer
August,2016,Wet,Clear and sunny,4,4,0,Summer
August,2016,"Snow (fresh, loose snow)",Clear and sunny,2,2,0,Summer
August,2016,"Slush, wet snow",Clear and sunny,1,1,0,Summer
August,2016,Icy,Clear and sunny,2,4,0,Summer
August,2016,Sand/gravel/dirt,Clear and sunny,87,111,2,Summer
August,2016,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",10,18,0,Summer
August,2016,Sand/gravel/dirt,Raining,3,8,0,Summer
August,2016,Sand/gravel/dirt,Visibility limitation,4,5,0,Summer
August,2016,Muddy,Clear and sunny,7,8,0,Summer
August,2016,Muddy,"Overcast, cloudy but no precipitation",2,4,0,Summer
August,2016,Muddy,Raining,11,16,0,Summer
August,2016,Oil,Clear and sunny,6,6,0,Summer
August,2016,Oil,Clear and sunny,1,2,0,Summer
August,2016,Flooded,Clear and sunny,1,1,0,Summer
August,2016,Flooded,Raining,1,1,0,Summer
August,2016,Other,Clear and sunny,28,40,0,Summer
August,2016,Other,"Overcast, cloudy but no precipitation",1,1,0,Summer
August,2016,Other,Raining,6,7,0,Summer
August,2016,Other,Visibility limitation,1,2,0,Summer
August,2016,Other,Strong wind,1,2,0,Summer
August,2016,Other,Other,1,1,0,Summer
August,2016,Wet,Clear and sunny,12,19,0,Summer
August,2016,Wet,"Overcast, cloudy but no precipitation",2,2,0,Summer
August,2016,Wet,Raining,1,3,0,Summer
August,2016,Wet,Other,1,1,0,Summer
August,2016,Wet,Clear and sunny,64,75,1,Summer
August,2017,"Dry, normal",Clear and sunny,8330,11316,157,Summer
August,2017,"Dry, normal","Overcast, cloudy but no precipitation",517,700,9,Summer
August,2017,"Dry, normal",Raining,6,8,0,Summer
August,2017,"Dry, normal","Snowing, not including drifting snow",1,1,0,Summer
August,2017,"Dry, normal",Visibility limitation,127,170,5,Summer
August,2017,"Dry, normal",Strong wind,4,5,0,Summer
August,2017,"Dry, normal",Other,8,9,0,Summer
August,2017,"Dry, normal",Clear and sunny,44,51,3,Summer
August,2017,Wet,Clear and sunny,125,164,6,Summer
August,2017,Wet,"Overcast, cloudy but no precipitation",97,127,1,Summer
August,2017,Wet,Raining,645,877,7,Summer
August,2017,Wet,Visibility limitation,13,19,1,Summer
August,2017,Wet,Other,5,10,0,Summer
August,2017,Wet,Clear and sunny,3,4,0,Summer
August,2017,Icy,Raining,1,1,0,Summer
August,2017,Sand/gravel/dirt,Clear and sunny,88,114,4,Summer
August,2017,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",11,13,0,Summer
August,2017,Sand/gravel/dirt,Visibility limitation,4,6,0,Summer
August,2017,Sand/gravel/dirt,Clear and sunny,2,6,0,Summer
August,2017,Muddy,"Overcast, cloudy but no precipitation",1,1,0,Summer
August,2017,Muddy,Raining,1,1,0,Summer
August,2017,Oil,Clear and sunny,5,6,0,Summer
August,2017,Oil,"Overcast, cloudy but no precipitation",2,2,0,Summer
August,2017,Flooded,Clear and sunny,1,1,0,Summer
August,2017,Other,Clear and sunny,18,25,0,Summer
August,2017,Other,"Overcast, cloudy but no precipitation",1,1,0,Summer
August,2017,Other,Raining,1,1,0,Summer
August,2017,Other,Visibility limitation,1,1,0,Summer
August,2017,Other,Other,1,1,0,Summer
August,2017,Wet,Clear and sunny,14,16,5,Summer
August,2017,Wet,Raining,1,1,0,Summer
August,2017,Wet,Clear and sunny,57,62,5,Summer
August,2018,"Dry, normal",Clear and sunny,7700,10509,158,Summer
